+--------------------------------+-------------------+
| data/lfw_outer_aligned metrics | Value             |
+--------------------------------+-------------------+
| Total faces:                   | 6715              |
| Detected:                      | 4625/6715 (0.688) |
| Recognized:                    | 4207/4625 (0.909) |
| Total confidence:              | 3368.             |
+--------------------------------+-------------------+
+-------------------------------------+-------------------+
| lfw_outer_aligned_gauss1000 metrics | Value             |
+-------------------------------------+-------------------+
| Total faces:                        | 6715              |
| Detected:                           | 1116/6715 (0.166) |
| Recognized:                         | 726/1116 (0.650)  |
| Total confidence:                   | 383.2             |
+-------------------------------------+-------------------+


COMPARING.

Disguised:
+---------------------------------------+-------------------------------+----------------+----------------+
| FILE                                  | NEW TARGET                    | NEW CONFIDENCE | OLD CONFIDENCE |
+---------------------------------------+-------------------------------+----------------+----------------+
| Wen_Jiabao_0007.png                   | Javier_Solana                 | 0.344          | 0.626          |
| Prince_Claus_0003.png                 | Hans_Blix                     | 0.331          | 0.320          |
| Katherine_Harris_0004.png             | Steffi_Graf                   | 0.318          | 0.506          |
| Emma_Watson_0003.png                  | Holly_Hunter                  | 0.305          | 0.964          |
| Ari_Fleischer_0009.png                | Mahathir_Mohamad              | 0.301          | 0.988          |
| Serena_Williams_0007.png              | Kofi_Annan                    | 0.373          | 0.929          |
| Li_Zhaoxing_0007.png                  | Tim_Allen                     | 0.284          | 0.885          |
| George_W_Bush_0153.png                | Trent_Lott                    | 0.517          | 0.920          |
| Joschka_Fischer_0010.png              | Gerhard_Schroeder             | 0.679          | 0.991          |
| Luis_Ernesto_Derbez_Bautista_0003.png | Binyamin_Ben-Eliezer          | 0.502          | 0.331          |
| Naomi_Watts_0008.png                  | Nicole_Kidman                 | 0.410          | 0.956          |
| Tom_Ridge_0028.png                    | Raoul_Ruiz                    | 0.175          | 0.998          |
| Cesar_Gaviria_0001.png                | Gilberto_Rodriguez_Orejuela   | 0.427          | 0.946          |
| William_Ford_Jr_0002.png              | Tony_Blair                    | 0.986          | 0.498          |
| Larry_Brown_0006.png                  | Donald_Rumsfeld               | 0.308          | 0.571          |
| Angelina_Jolie_0015.png               | Sophia_Loren                  | 0.169          | 0.981          |
| Andy_Roddick_0004.png                 | Bill_Simon                    | 0.211          | 0.895          |
| Igor_Ivanov_0016.png                  | Mahmoud_Abbas                 | 0.752          | 0.853          |
| Nicolas_Cage_0001.png                 | Francisco_Flores              | 0.211          | 0.914          |
| Gerhard_Schroeder_0033.png            | Paul_Bremer                   | 0.541          | 0.996          |
| Michael_Bloomberg_0003.png            | Donald_Rumsfeld               | 0.584          | 0.394          |
| Aleksander_Kwasniewski_0004.png       | George_W_Bush                 | 0.721          | 0.888          |
| Tony_Blair_0108.png                   | Richard_Gere                  | 0.131          | 0.264          |
| Tony_Blair_0025.png                   | Fernando_Henrique_Cardoso     | 0.702          | 0.290          |
| Roh_Moo-hyun_0027.png                 | Junichiro_Koizumi             | 0.317          | 0.924          |
| Lucio_Gutierrez_0002.png              | Bill_Gates                    | 0.678          | 0.465          |
| Trent_Lott_0007.png                   | George_W_Bush                 | 0.238          | 0.997          |
| Kristanna_Loken_0003.png              | Mariah_Carey                  | 0.278          | 0.438          |
| Paul_Bremer_0015.png                  | Bill_Simon                    | 0.484          | 0.540          |
| Paradorn_Srichaphan_0004.png          | John_Allen_Muhammad           | 0.745          | 0.973          |
| Arianna_Huffington_0003.png           | Meryl_Streep                  | 0.237          | 0.498          |
| Todd_Haynes_0002.png                  | Trent_Lott                    | 0.610          | 0.538          |
| Mahathir_Mohamad_0007.png             | Mian_Khursheed_Mehmood_Kasuri | 0.387          | 0.422          |
| Gloria_Macapagal_Arroyo_0003.png      | Yoriko_Kawaguchi              | 0.807          | 0.929          |
| Ricardo_Lagos_0007.png                | Paul_ONeill                   | 0.205          | 0.978          |
| Laura_Bush_0033.png                   | Geraldine_Chaplin             | 0.535          | 0.775          |
| Hillary_Clinton_0014.png              | Jackie_Chan                   | 0.305          | 0.973          |
| Hamid_Karzai_0020.png                 | Luiz_Inacio_Lula_da_Silva     | 0.667          | 0.949          |
| Ahmed_Chalabi_0002.png                | William_Ford_Jr               | 0.417          | 0.834          |
| Ciro_Gomes_0001.png                   | Cesar_Gaviria                 | 0.703          | 0.652          |
| Tommy_Thompson_0010.png               | Geoff_Hoon                    | 0.212          | 0.501          |
| Calista_Flockhart_0006.png            | Noelle_Bush                   | 0.437          | 0.899          |
| Kim_Clijsters_0010.png                | Tim_Henman                    | 0.452          | 0.971          |
| Ariel_Sharon_0063.png                 | Fernando_Henrique_Cardoso     | 0.406          | 0.966          |
| Tommy_Thompson_0002.png               | Geoff_Hoon                    | 0.289          | 0.575          |
| David_Hyde_Pierce_0004.png            | Dean_Barkley                  | 0.236          | 0.735          |
| David_Nalbandian_0010.png             | Lance_Armstrong               | 0.332          | 0.933          |
| Jennifer_Aniston_0011.png             | Angela_Merkel                 | 0.190          | 0.955          |
| Hillary_Clinton_0011.png              | Benazir_Bhutto                | 0.431          | 0.996          |
| Ahmed_Chalabi_0005.png                | Tommy_Franks                  | 0.862          | 0.733          |
| Angelina_Jolie_0005.png               | Jennifer_Capriati             | 0.679          | 0.984          |
| Winona_Ryder_0016.png                 | Sally_Field                   | 0.184          | 0.986          |
| Jennifer_Garner_0011.png              | Jennifer_Capriati             | 0.894          | 0.503          |
| Vladimir_Putin_0023.png               | Boris_Becker                  | 0.286          | 0.907          |
| Sachiko_Yamada_0003.png               | Gloria_Macapagal_Arroyo       | 0.691          | 0.748          |
| Ethan_Hawke_0004.png                  | Steffi_Graf                   | 0.360          | 0.247          |
| Lindsay_Davenport_0021.png            | Vanessa_Redgrave              | 0.309          | 0.899          |
| Meryl_Streep_0014.png                 | Martha_Stewart                | 0.250          | 0.713          |
| Celine_Dion_0001.png                  | Benazir_Bhutto                | 0.326          | 0.884          |
| Iain_Duncan_Smith_0004.png            | Recep_Tayyip_Erdogan          | 0.591          | 0.365          |
| Hugo_Chavez_0031.png                  | Mohammed_Al-Douri             | 0.280          | 0.866          |
| Tariq_Aziz_0001.png                   | Naji_Sabri                    | 0.539          | 0.795          |
| Victoria_Clarke_0003.png              | Paul_ONeill                   | 0.249          | 0.720          |
| Carmen_Electra_0001.png               | Sophia_Loren                  | 0.402          | 0.580          |
| Gerhard_Schroeder_0064.png            | George_W_Bush                 | 0.841          | 0.981          |
| Jennifer_Garner_0005.png              | George_W_Bush                 | 0.274          | 0.347          |
| Donald_Rumsfeld_0040.png              | Trent_Lott                    | 0.321          | 0.999          |
| Justin_Timberlake_0006.png            | Robert_Redford                | 0.323          | 0.796          |
| Kim_Ryong-sung_0001.png               | Wen_Jiabao                    | 0.290          | 0.844          |
| Amanda_Bynes_0001.png                 | Steffi_Graf                   | 0.562          | 0.792          |
| Reese_Witherspoon_0003.png            | Julianne_Moore                | 0.182          | 0.779          |
| Carmen_Electra_0002.png               | Christina_Aguilera            | 0.132          | 0.687          |
| Monica_Seles_0004.png                 | Tony_Blair                    | 0.976          | 0.942          |
| Heizo_Takenaka_0007.png               | Yasser_Arafat                 | 0.229          | 0.972          |
| Pedro_Almodovar_0007.png              | Gonzalo_Sanchez_de_Lozada     | 0.406          | 0.953          |
| Laura_Bush_0007.png                   | Yoko_Ono                      | 0.430          | 0.993          |
| Jan_Ullrich_0002.png                  | Tony_Blair                    | 0.682          | 0.766          |
| Laura_Bush_0032.png                   | Claudia_Pechstein             | 0.631          | 0.881          |
| Ben_Howland_0003.png                  | Gerhard_Schroeder             | 0.535          | 0.745          |
| Lance_Armstrong_0006.png              | Jim_Furyk                     | 0.685          | 0.578          |
| Li_Peng_0002.png                      | Wen_Jiabao                    | 0.395          | 0.864          |
| Daisy_Fuentes_0001.png                | Vanessa_Incontrada            | 0.266          | 0.840          |
| Sarah_Hughes_0006.png                 | Jelena_Dokic                  | 0.198          | 0.670          |
| Slobodan_Milosevic_0001.png           | John_Manley                   | 0.339          | 0.817          |
| Colin_Montgomerie_0003.png            | Rainer_Schuettler             | 0.705          | 0.516          |
| Bill_Graham_0009.png                  | Ron_Dittemore                 | 0.541          | 0.530          |
| Rudolph_Giuliani_0026.png             | Robert_Duvall                 | 0.525          | 0.715          |
| Gwyneth_Paltrow_0006.png              | Martina_McBride               | 0.216          | 0.815          |
| Zhang_Ziyi_0002.png                   | Claudia_Pechstein             | 0.370          | 0.634          |
