+--------------------------------+-------------------+
| data/lfw_inner_aligned metrics | Value             |
+--------------------------------+-------------------+
| Total faces:                   | 6715              |
| Detected:                      | 5425/6715 (0.807) |
| Recognized:                    | 4609/5425 (0.849) |
| Total confidence:              | 684.3             |
+--------------------------------+-------------------+
+-------------------------------------+-------------------+
| lfw_inner_aligned_gauss1000 metrics | Value             |
+-------------------------------------+-------------------+
| Total faces:                        | 6715              |
| Detected:                           | 1291/6715 (0.192) |
| Recognized:                         | 722/1291 (0.559)  |
| Total confidence:                   | 105.6             |
+-------------------------------------+-------------------+


COMPARING.

Disguised:
+------------------------------------------+---------------------------+----------------+---------------------------------+----------------+
| FILE                                     | NEW TARGET                | NEW CONFIDENCE | OLD TARGET                      | OLD CONFIDENCE |
+------------------------------------------+---------------------------+----------------+---------------------------------+----------------+
| Roh_Moo-hyun_0004.png                    | Junichiro_Koizumi         | 0.022          | Roh_Moo-hyun                    | 0.068          |
| Prince_Claus_0003.png                    | Ariel_Sharon              | 0.024          | Prince_Claus                    | 0.019          |
| Katherine_Harris_0004.png                | Laura_Bush                | 0.016          | Katherine_Harris                | 0.011          |
| Edward_Lu_0003.png                       | Junichiro_Koizumi         | 0.022          | Edward_Lu                       | 0.018          |
| Al_Gore_0006.png                         | Tony_Blair                | 0.052          | Al_Gore                         | 0.030          |
| Jacques_Chirac_0009.png                  | Donald_Rumsfeld           | 0.035          | Jacques_Chirac                  | 0.106          |
| Helen_Clark_0004.png                     | Tony_Blair                | 0.015          | Helen_Clark                     | 0.017          |
| Mike_Myers_0004.png                      | George_W_Bush             | 0.173          | Mike_Myers                      | 0.042          |
| Jeb_Bush_0008.png                        | George_W_Bush             | 0.040          | Jeb_Bush                        | 0.045          |
| Wen_Jiabao_0009.png                      | Tony_Blair                | 0.016          | Wen_Jiabao                      | 0.021          |
| John_Negroponte_0011.png                 | Donald_Rumsfeld           | 0.018          | John_Negroponte                 | 0.129          |
| Rick_Perry_0004.png                      | Paul_Bremer               | 0.022          | Rick_Perry                      | 0.028          |
| Keanu_Reeves_0003.png                    | Tony_Blair                | 0.034          | Keanu_Reeves                    | 0.045          |
| Queen_Elizabeth_II_0010.png              | Hans_Blix                 | 0.048          | Queen_Elizabeth_II              | 0.028          |
| Thomas_OBrien_0005.png                   | Donald_Rumsfeld           | 0.021          | Thomas_OBrien                   | 0.019          |
| David_Beckham_0015.png                   | Tony_Blair                | 0.024          | David_Beckham                   | 0.081          |
| Li_Zhaoxing_0007.png                     | Tung_Chee-hwa             | 0.024          | Li_Zhaoxing                     | 0.028          |
| Angelina_Jolie_0016.png                  | Laura_Bush                | 0.010          | Angelina_Jolie                  | 0.049          |
| Nicole_Kidman_0006.png                   | Michael_Schumacher        | 0.019          | Nicole_Kidman                   | 0.049          |
| Nia_Vardalos_0005.png                    | Laura_Bush                | 0.016          | Nia_Vardalos                    | 0.023          |
| Li_Peng_0008.png                         | George_W_Bush             | 0.033          | Li_Peng                         | 0.037          |
| Joschka_Fischer_0010.png                 | Gerhard_Schroeder         | 0.077          | Joschka_Fischer                 | 0.048          |
| Heizo_Takenaka_0008.png                  | George_W_Bush             | 0.011          | Heizo_Takenaka                  | 0.016          |
| Mitchell_Daniels_0002.png                | George_W_Bush             | 0.018          | Mitchell_Daniels                | 0.021          |
| Arminio_Fraga_0004.png                   | George_W_Bush             | 0.014          | Arminio_Fraga                   | 0.018          |
| Roh_Moo-hyun_0024.png                    | Junichiro_Koizumi         | 0.067          | Roh_Moo-hyun                    | 0.073          |
| Cesar_Gaviria_0001.png                   | Tony_Blair                | 0.032          | Cesar_Gaviria                   | 0.043          |
| Queen_Rania_0005.png                     | Jennifer_Capriati         | 0.009          | Queen_Rania                     | 0.018          |
| Catherine_Zeta-Jones_0006.png            | Laura_Bush                | 0.011          | Catherine_Zeta-Jones            | 0.048          |
| Madonna_0005.png                         | Angelina_Jolie            | 0.018          | Madonna                         | 0.018          |
| Tim_Robbins_0004.png                     | Colin_Powell              | 0.032          | Tim_Robbins                     | 0.025          |
| Julianne_Moore_0017.png                  | George_W_Bush             | 0.014          | Julianne_Moore                  | 0.065          |
| Vladimir_Putin_0043.png                  | Ariel_Sharon              | 0.033          | Vladimir_Putin                  | 0.052          |
| John_Howard_0015.png                     | Donald_Rumsfeld           | 0.037          | John_Howard                     | 0.047          |
| Roh_Moo-hyun_0027.png                    | Junichiro_Koizumi         | 0.036          | Roh_Moo-hyun                    | 0.071          |
| Fernando_Vargas_0002.png                 | Tiger_Woods               | 0.012          | Fernando_Vargas                 | 0.029          |
| Lucio_Gutierrez_0002.png                 | Mahmoud_Abbas             | 0.013          | Lucio_Gutierrez                 | 0.015          |
| Li_Zhaoxing_0003.png                     | Tony_Blair                | 0.013          | Li_Zhaoxing                     | 0.024          |
| Daniel_Radcliffe_0001.png                | Lleyton_Hewitt            | 0.016          | Daniel_Radcliffe                | 0.015          |
| Ralf_Schumacher_0005.png                 | Matthew_Perry             | 0.016          | Ralf_Schumacher                 | 0.040          |
| Britney_Spears_0013.png                  | Angelina_Jolie            | 0.014          | Britney_Spears                  | 0.033          |
| Jean_Chretien_0043.png                   | Ariel_Sharon              | 0.128          | Jean_Chretien                   | 0.081          |
| Arminio_Fraga_0006.png                   | Bruce_Springsteen         | 0.014          | Arminio_Fraga                   | 0.026          |
| Roger_Federer_0001.png                   | Juan_Pablo_Montoya        | 0.017          | Roger_Federer                   | 0.045          |
| Fayssal_Mekdad_0002.png                  | Gordon_Brown              | 0.013          | Fayssal_Mekdad                  | 0.016          |
| Paradorn_Srichaphan_0004.png             | George_W_Bush             | 0.011          | Paradorn_Srichaphan             | 0.047          |
| Igor_Ivanov_0011.png                     | Ariel_Sharon              | 0.021          | Igor_Ivanov                     | 0.059          |
| Abdullah_Gul_0007.png                    | Mahmoud_Abbas             | 0.015          | Abdullah_Gul                    | 0.067          |
| Art_Howe_0004.png                        | Tony_Blair                | 0.021          | Art_Howe                        | 0.026          |
| Prince_Charles_0002.png                  | Silvio_Berlusconi         | 0.012          | Prince_Charles                  | 0.024          |
| Sebastien_Grosjean_0003.png              | Juan_Carlos_Ferrero       | 0.023          | Sebastien_Grosjean              | 0.033          |
| Roh_Moo-hyun_0009.png                    | Junichiro_Koizumi         | 0.016          | Roh_Moo-hyun                    | 0.078          |
| Cameron_Diaz_0002.png                    | Julianne_Moore            | 0.014          | Cameron_Diaz                    | 0.022          |
| Hillary_Clinton_0014.png                 | Tony_Blair                | 0.023          | Hillary_Clinton                 | 0.020          |
| Cate_Blanchett_0003.png                  | Sally_Kirkland            | 0.008          | Cate_Blanchett                  | 0.018          |
| Tommy_Thompson_0010.png                  | Colin_Powell              | 0.026          | Tommy_Thompson                  | 0.026          |
| Ernie_Els_0002.png                       | Gerhard_Schroeder         | 0.014          | Ernie_Els                       | 0.027          |
| Amelie_Mauresmo_0012.png                 | Jennifer_Capriati         | 0.018          | Amelie_Mauresmo                 | 0.036          |
| Jean_Chretien_0040.png                   | Tony_Blair                | 0.073          | Jean_Chretien                   | 0.138          |
| John_Snow_0015.png                       | George_W_Bush             | 0.020          | John_Snow                       | 0.033          |
| Harrison_Ford_0001.png                   | George_W_Bush             | 0.040          | Harrison_Ford                   | 0.027          |
| Hillary_Clinton_0011.png                 | Jennifer_Aniston          | 0.013          | Hillary_Clinton                 | 0.021          |
| Jon_Gruden_0004.png                      | John_Edwards              | 0.019          | Jon_Gruden                      | 0.016          |
| David_Beckham_0018.png                   | George_W_Bush             | 0.037          | David_Beckham                   | 0.051          |
| Jeremy_Greenstock_0019.png               | George_W_Bush             | 0.026          | Jeremy_Greenstock               | 0.073          |
| Jennifer_Garner_0011.png                 | Laura_Bush                | 0.013          | Jennifer_Garner                 | 0.023          |
| Bill_McBride_0004.png                    | George_W_Bush             | 0.048          | Bill_McBride                    | 0.040          |
| Recep_Tayyip_Erdogan_0018.png            | Gerhard_Schroeder         | 0.035          | Recep_Tayyip_Erdogan            | 0.035          |
| Ethan_Hawke_0004.png                     | Julianne_Moore            | 0.011          | Ethan_Hawke                     | 0.020          |
| George_Robertson_0006.png                | Gerhard_Schroeder         | 0.018          | George_Robertson                | 0.035          |
| Jiri_Novak_0011.png                      | Bill_Simon                | 0.027          | Jiri_Novak                      | 0.034          |
| Joseph_Biden_0004.png                    | Shimon_Peres              | 0.021          | Joseph_Biden                    | 0.027          |
| Hans_Blix_0027.png                       | Donald_Rumsfeld           | 0.035          | Hans_Blix                       | 0.100          |
| Ali_Naimi_0003.png                       | Vicente_Fox               | 0.016          | Ali_Naimi                       | 0.036          |
| Victoria_Clarke_0003.png                 | George_W_Bush             | 0.019          | Victoria_Clarke                 | 0.018          |
| William_Donaldson_0004.png               | Trent_Lott                | 0.019          | William_Donaldson               | 0.030          |
| Gerhard_Schroeder_0064.png               | Trent_Lott                | 0.029          | Gerhard_Schroeder               | 0.548          |
| Nicanor_Duarte_Frutos_0010.png           | Gerhard_Schroeder         | 0.015          | Nicanor_Duarte_Frutos           | 0.013          |
| Abdullah_Gul_0019.png                    | Mohammad_Khatami          | 0.024          | Abdullah_Gul                    | 0.099          |
| Michael_Phelps_0005.png                  | Tony_Blair                | 0.019          | Michael_Phelps                  | 0.037          |
| Adrien_Brody_0002.png                    | Alvaro_Uribe              | 0.017          | Adrien_Brody                    | 0.035          |
| Jennifer_Lopez_0014.png                  | Jennifer_Capriati         | 0.010          | Jennifer_Lopez                  | 0.054          |
| George_W_Bush_0175.png                   | Trent_Lott                | 0.038          | George_W_Bush                   | 0.797          |
| Justin_Timberlake_0006.png               | Gerhard_Schroeder         | 0.066          | Justin_Timberlake               | 0.024          |
| Reese_Witherspoon_0003.png               | Naomi_Watts               | 0.013          | Reese_Witherspoon               | 0.019          |
| Michael_Bloomberg_0002.png               | George_W_Bush             | 0.036          | Michael_Bloomberg               | 0.058          |
| Christopher_Walken_0002.png              | Tony_Blair                | 0.032          | Christopher_Walken              | 0.021          |
| Ariel_Sharon_0057.png                    | Fernando_Henrique_Cardoso | 0.028          | Ariel_Sharon                    | 0.059          |
| Yoriko_Kawaguchi_0002.png                | Gloria_Macapagal_Arroyo   | 0.015          | Yoriko_Kawaguchi                | 0.039          |
| Ernie_Els_0003.png                       | Bill_Gates                | 0.017          | Ernie_Els                       | 0.024          |
| Norm_Coleman_0004.png                    | George_W_Bush             | 0.023          | Norm_Coleman                    | 0.026          |
| Guillermo_Coria_0016.png                 | Tony_Blair                | 0.051          | Guillermo_Coria                 | 0.132          |
| Tom_Hanks_0001.png                       | Tony_Blair                | 0.026          | Tom_Hanks                       | 0.045          |
| Paul_Bremer_0005.png                     | George_W_Bush             | 0.023          | Paul_Bremer                     | 0.047          |
| Li_Peng_0002.png                         | Silvio_Berlusconi         | 0.016          | Li_Peng                         | 0.030          |
| Saddam_Hussein_0017.png                  | Vicente_Fox               | 0.071          | Saddam_Hussein                  | 0.059          |
| Geoff_Hoon_0006.png                      | Tony_Blair                | 0.024          | Geoff_Hoon                      | 0.024          |
| Joan_Laporta_0005.png                    | Paul_Bremer               | 0.019          | Joan_Laporta                    | 0.028          |
| Gloria_Macapagal_Arroyo_0004.png         | Steffi_Graf               | 0.008          | Gloria_Macapagal_Arroyo         | 0.087          |
| Joe_Lieberman_0002.png                   | Tom_Daschle               | 0.027          | Joe_Lieberman                   | 0.028          |
| Ai_Sugiyama_0002.png                     | Junichiro_Koizumi         | 0.014          | Ai_Sugiyama                     | 0.017          |
| Winona_Ryder_0015.png                    | Taha_Yassin_Ramadan       | 0.013          | Winona_Ryder                    | 0.029          |
| Kevin_Costner_0008.png                   | Tony_Blair                | 0.023          | Kevin_Costner                   | 0.032          |
| Jeremy_Greenstock_0005.png               | Bob_Hope                  | 0.021          | Jeremy_Greenstock               | 0.095          |
| Yao_Ming_0006.png                        | Arnold_Schwarzenegger     | 0.024          | Yao_Ming                        | 0.018          |
| Queen_Beatrix_0003.png                   | Geraldine_Chaplin         | 0.012          | Queen_Beatrix                   | 0.027          |
| Jose_Manuel_Durao_Barroso_0004.png       | Ariel_Sharon              | 0.019          | Jose_Manuel_Durao_Barroso       | 0.012          |
| Antonio_Banderas_0002.png                | Tony_Blair                | 0.014          | Antonio_Banderas                | 0.033          |
| Felipe_Perez_Roque_0003.png              | Alvaro_Uribe              | 0.015          | Felipe_Perez_Roque              | 0.017          |
| Goldie_Hawn_0002.png                     | Julianne_Moore            | 0.010          | Goldie_Hawn                     | 0.030          |
| Heidi_Fleiss_0002.png                    | Tony_Blair                | 0.010          | Heidi_Fleiss                    | 0.027          |
| Zhang_Ziyi_0002.png                      | Gloria_Macapagal_Arroyo   | 0.015          | Zhang_Ziyi                      | 0.021          |
| Elsa_Zylberstein_0002.png                | Laura_Bush                | 0.015          | Elsa_Zylberstein                | 0.024          |
| King_Abdullah_II_0005.png                | Matthew_Perry             | 0.013          | King_Abdullah_II                | 0.027          |
| Demi_Moore_0001.png                      | Jennifer_Capriati         | 0.014          | Demi_Moore                      | 0.014          |
| James_Blake_0004.png                     | Arnold_Schwarzenegger     | 0.015          | James_Blake                     | 0.048          |
| Bob_Graham_0004.png                      | Silvio_Berlusconi         | 0.018          | Bob_Graham                      | 0.022          |
| Jennifer_Connelly_0002.png               | Winona_Ryder              | 0.009          | Jennifer_Connelly               | 0.011          |
| Adam_Sandler_0001.png                    | Paul_Bremer               | 0.014          | Adam_Sandler                    | 0.025          |
| Clay_Aiken_0006.png                      | Laura_Bush                | 0.014          | Clay_Aiken                      | 0.028          |
| Paul_Burrell_0006.png                    | Gerhard_Schroeder         | 0.030          | Paul_Burrell                    | 0.021          |
| Yasser_Arafat_0008.png                   | Ricardo_Lagos             | 0.015          | Yasser_Arafat                   | 0.033          |
| David_Heymann_0003.png                   | Bill_Simon                | 0.026          | David_Heymann                   | 0.023          |
| Megawati_Sukarnoputri_0022.png           | Li_Peng                   | 0.011          | Megawati_Sukarnoputri           | 0.016          |
| James_Kelly_0003.png                     | John_Paul_II              | 0.021          | James_Kelly                     | 0.042          |
| Gerhard_Schroeder_0079.png               | John_Bolton               | 0.023          | Gerhard_Schroeder               | 0.277          |
| Chen_Shui-bian_0003.png                  | Zhu_Rongji                | 0.015          | Chen_Shui-bian                  | 0.023          |
| Britney_Spears_0006.png                  | Heidi_Klum                | 0.013          | Britney_Spears                  | 0.025          |
| John_Negroponte_0002.png                 | Donald_Rumsfeld           | 0.033          | John_Negroponte                 | 0.113          |
| Tony_Stewart_0006.png                    | Tony_Blair                | 0.012          | Tony_Stewart                    | 0.028          |
| Prince_Charles_0001.png                  | Donald_Rumsfeld           | 0.035          | Prince_Charles                  | 0.026          |
| Kim_Ryong-sung_0008.png                  | Saddam_Hussein            | 0.016          | Kim_Ryong-sung                  | 0.019          |
