+--------------------------------+-------------------+
| data/lfw_inner_aligned metrics | Value             |
+--------------------------------+-------------------+
| Total faces:                   | 6715              |
| Detected:                      | 5425/6715 (0.807) |
| Recognized:                    | 4929/5425 (0.908) |
| Total confidence:              | 3916.             |
+--------------------------------+-------------------+
+-----------------------------------+-------------------+
| lfw_inner_aligned_poisson metrics | Value             |
+-----------------------------------+-------------------+
| Total faces:                      | 6715              |
| Detected:                         | 5428/6715 (0.808) |
| Recognized:                       | 4925/5428 (0.907) |
| Total confidence:                 | 3912.             |
+-----------------------------------+-------------------+


COMPARING.

Disguised:
+---------------------------------------+------------------------------+----------------+------------------------------+----------------+
| FILE                                  | NEW TARGET                   | NEW CONFIDENCE | OLD TARGET                   | OLD CONFIDENCE |
+---------------------------------------+------------------------------+----------------+------------------------------+----------------+
| Silvio_Berlusconi_0015.png            | Tony_Blair                   | 0.316          | Silvio_Berlusconi            | 0.397          |
| Bill_Simon_0005.png                   | George_W_Bush                | 0.709          | Bill_Simon                   | 0.393          |
| Wen_Jiabao_0009.png                   | Jeong_Se-hyun                | 0.204          | Wen_Jiabao                   | 0.138          |
| Hu_Jintao_0002.png                    | Jimmy_Carter                 | 0.328          | Hu_Jintao                    | 0.481          |
| Gerhard_Schroeder_0080.png            | John_Snow                    | 0.451          | Gerhard_Schroeder            | 0.968          |
| Nicole_Kidman_0006.png                | Benazir_Bhutto               | 0.142          | Nicole_Kidman                | 0.149          |
| Wen_Jiabao_0001.png                   | Javier_Solana                | 0.217          | Wen_Jiabao                   | 0.497          |
| Vojislav_Kostunica_0002.png           | Ben_Affleck                  | 0.562          | Vojislav_Kostunica           | 0.332          |
| Dominique_de_Villepin_0008.png        | Tony_Blair                   | 0.430          | Dominique_de_Villepin        | 0.508          |
| Luis_Ernesto_Derbez_Bautista_0001.png | Alvaro_Uribe                 | 0.488          | Luis_Ernesto_Derbez_Bautista | 0.509          |
| Andy_Roddick_0013.png                 | Greg_Rusedski                | 0.311          | Andy_Roddick                 | 0.600          |
| Aleksander_Kwasniewski_0003.png       | George_W_Bush                | 0.441          | Aleksander_Kwasniewski       | 0.421          |
| Sylvester_Stallone_0007.png           | Atal_Bihari_Vajpayee         | 0.371          | Sylvester_Stallone           | 0.756          |
| Brad_Johnson_0002.png                 | Vitali_Klitschko             | 0.206          | Brad_Johnson                 | 0.255          |
| Hans_Blix_0009.png                    | Muhammad_Saeed_al-Sahhaf     | 0.405          | Hans_Blix                    | 0.540          |
| Vladimir_Putin_0032.png               | Silvio_Berlusconi            | 0.229          | Vladimir_Putin               | 0.487          |
| Arnold_Schwarzenegger_0023.png        | Jennifer_Capriati            | 0.285          | Arnold_Schwarzenegger        | 0.741          |
| Queen_Elizabeth_II_0006.png           | Hans_Blix                    | 0.561          | Queen_Elizabeth_II           | 0.644          |
| Carlos_Moya_0018.png                  | Lance_Armstrong              | 0.506          | Carlos_Moya                  | 0.461          |
| Elizabeth_Hurley_0002.png             | Angelina_Jolie               | 0.663          | Elizabeth_Hurley             | 0.830          |
| Tony_Blair_0025.png                   | Ari_Fleischer                | 0.448          | Tony_Blair                   | 0.378          |
| Paul_Bremer_0015.png                  | Mohammed_Al-Douri            | 0.459          | Paul_Bremer                  | 0.542          |
| Yashwant_Sinha_0007.png               | Lucio_Gutierrez              | 0.426          | Yashwant_Sinha               | 0.626          |
| John_Ashcroft_0018.png                | Hans_Blix                    | 0.867          | John_Ashcroft                | 0.891          |
| Donald_Rumsfeld_0069.png              | Harrison_Ford                | 0.423          | Donald_Rumsfeld              | 0.719          |
| Hillary_Clinton_0014.png              | Ludivine_Sagnier             | 0.161          | Hillary_Clinton              | 0.598          |
| Mike_Weir_0008.png                    | Zinedine_Zidane              | 0.182          | Mike_Weir                    | 0.595          |
| Jacques_Rogge_0007.png                | Paul_Wolfowitz               | 0.350          | Jacques_Rogge                | 0.309          |
| Colin_Powell_0160.png                 | Kim_Ryong-sung               | 0.430          | Colin_Powell                 | 0.935          |
| David_Nalbandian_0014.png             | Kim_Clijsters                | 0.515          | David_Nalbandian             | 0.873          |
| Jiang_Zemin_0004.png                  | Anna_Kournikova              | 0.179          | Jiang_Zemin                  | 0.256          |
| Jose_Maria_Aznar_0002.png             | Gerry_Adams                  | 0.297          | Jose_Maria_Aznar             | 0.504          |
| Scott_Peterson_0002.png               | Ari_Fleischer                | 0.259          | Scott_Peterson               | 0.324          |
| Sheryl_Crow_0005.png                  | Martina_McBride              | 0.399          | Sheryl_Crow                  | 0.202          |
| Edwina_Currie_0004.png                | Ana_Palacio                  | 0.563          | Edwina_Currie                | 0.813          |
| John_Paul_II_0003.png                 | Nelson_Mandela               | 0.177          | John_Paul_II                 | 0.570          |
| Mohamed_ElBaradei_0002.png            | Mahmoud_Abbas                | 0.435          | Mohamed_ElBaradei            | 0.576          |
| Joe_Lieberman_0009.png                | Hans_Blix                    | 0.179          | Joe_Lieberman                | 0.561          |
| Lleyton_Hewitt_0001.png               | Andy_Roddick                 | 0.473          | Lleyton_Hewitt               | 0.516          |
| Gordon_Brown_0007.png                 | Pete_Sampras                 | 0.584          | Gordon_Brown                 | 0.449          |
| Alvaro_Uribe_0002.png                 | William_Ford_Jr              | 0.305          | Alvaro_Uribe                 | 0.351          |
| Yasar_Yakis_0001.png                  | Atal_Bihari_Vajpayee         | 0.728          | Yasar_Yakis                  | 0.485          |
| Christine_Gregoire_0002.png           | Laura_Bush                   | 0.515          | Christine_Gregoire           | 0.546          |
| Jackie_Chan_0009.png                  | Norm_Coleman                 | 0.329          | Jackie_Chan                  | 0.337          |
| John_Ashcroft_0026.png                | Hans_Blix                    | 0.405          | John_Ashcroft                | 0.418          |
| Jacques_Chirac_0041.png               | Hans_Blix                    | 0.472          | Jacques_Chirac               | 0.417          |
| Steve_Nash_0001.png                   | David_Beckham                | 0.801          | Steve_Nash                   | 0.601          |
| Mohammed_Al-Douri_0010.png            | Antonio_Palocci              | 0.454          | Mohammed_Al-Douri            | 0.434          |
| Fernando_Henrique_Cardoso_0003.png    | Tony_Blair                   | 0.402          | Fernando_Henrique_Cardoso    | 0.469          |
| Tom_Harkin_0005.png                   | Dick_Cheney                  | 0.520          | Tom_Harkin                   | 0.349          |
| Halle_Berry_0004.png                  | Ashanti                      | 0.437          | Halle_Berry                  | 0.577          |
| Silvio_Berlusconi_0028.png            | Tony_Blair                   | 0.278          | Silvio_Berlusconi            | 0.372          |
| George_Clooney_0001.png               | Mike_Weir                    | 0.400          | George_Clooney               | 0.446          |
| Arnold_Schwarzenegger_0025.png        | Fernando_Vargas              | 0.602          | Arnold_Schwarzenegger        | 0.670          |
| Jason_Kidd_0004.png                   | Tim_Henman                   | 0.589          | Jason_Kidd                   | 0.670          |
| Rachel_Hunter_0003.png                | Rita_Wilson                  | 0.468          | Rachel_Hunter                | 0.519          |
| Julie_Gerberding_0003.png             | Sally_Field                  | 0.420          | Julie_Gerberding             | 0.724          |
| Pete_Sampras_0016.png                 | Andre_Agassi                 | 0.307          | Pete_Sampras                 | 0.715          |
| Sophia_Loren_0004.png                 | Martina_McBride              | 0.337          | Sophia_Loren                 | 0.434          |
| George_W_Bush_0314.png                | Richard_Gere                 | 0.491          | George_W_Bush                | 0.744          |
| Jack_Straw_0027.png                   | Nick_Nolte                   | 0.295          | Jack_Straw                   | 0.316          |
| David_Beckham_0022.png                | Zinedine_Zidane              | 0.225          | David_Beckham                | 0.746          |
| Andy_Roddick_0008.png                 | Rob_Lowe                     | 0.457          | Andy_Roddick                 | 0.679          |
| Roy_Moore_0004.png                    | Aleksander_Kwasniewski       | 0.263          | Roy_Moore                    | 0.421          |
| Robert_Kocharian_0004.png             | Pierce_Brosnan               | 0.186          | Robert_Kocharian             | 0.150          |
| Andy_Roddick_0006.png                 | Jennifer_Capriati            | 0.488          | Andy_Roddick                 | 0.510          |
| Benjamin_Netanyahu_0003.png           | Tony_Blair                   | 0.420          | Benjamin_Netanyahu           | 0.259          |
| Harrison_Ford_0011.png                | Roger_Moore                  | 0.173          | Harrison_Ford                | 0.195          |
| Ana_Palacio_0003.png                  | Laura_Bush                   | 0.511          | Ana_Palacio                  | 0.545          |
| Jean_Chretien_0041.png                | Tommy_Franks                 | 0.729          | Jean_Chretien                | 0.880          |
| Mahmoud_Abbas_0028.png                | Luiz_Inacio_Lula_da_Silva    | 0.439          | Mahmoud_Abbas                | 0.455          |
| Sergio_Vieira_De_Mello_0009.png       | George_W_Bush                | 0.534          | Sergio_Vieira_De_Mello       | 0.352          |
| Jon_Gruden_0005.png                   | George_W_Bush                | 0.177          | Jon_Gruden                   | 0.516          |
| George_Galloway_0002.png              | Tom_Ridge                    | 0.618          | George_Galloway              | 0.724          |
| Larry_Brown_0005.png                  | Michael_Bloomberg            | 0.270          | Larry_Brown                  | 0.439          |
| Richard_Myers_0017.png                | Tony_Blair                   | 0.362          | Richard_Myers                | 0.441          |
| Michael_Bloomberg_0005.png            | Robert_Zoellick              | 0.302          | Michael_Bloomberg            | 0.791          |
| Carlos_Menem_0013.png                 | Romano_Prodi                 | 0.308          | Carlos_Menem                 | 0.575          |
| Gerry_Adams_0003.png                  | Fidel_Castro                 | 0.645          | Gerry_Adams                  | 0.555          |
| Jacques_Chirac_0033.png               | Sean_OKeefe                  | 0.456          | Jacques_Chirac               | 0.359          |
| Zhu_Rongji_0001.png                   | Jeremy_Greenstock            | 0.574          | Zhu_Rongji                   | 0.670          |
| Jason_Kidd_0005.png                   | Luis_Ernesto_Derbez_Bautista | 0.455          | Jason_Kidd                   | 0.774          |
| Hugh_Grant_0002.png                   | Jiri_Novak                   | 0.308          | Hugh_Grant                   | 0.611          |
| Yasar_Yakis_0004.png                  | Michael_Douglas              | 0.481          | Yasar_Yakis                  | 0.430          |
